id,neighbourhood,room_type,price,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
251262,Williamsburg,Private room,129,241,2.6,1,303
353317,Chinatown,Entire home/apt,129,132,1.49,1,171
373618,Williamsburg,Private room,129,63,0.71,2,87
460036,Kips Bay,Entire home/apt,129,47,0.55,1,177
276216,Sunset Park,Entire home/apt,127,1,0.03,1,365
22911,Bedford-Stuyvesant,Entire home/apt,125,139,1.23,2,311
25235,Bedford-Stuyvesant,Entire home/apt,125,162,1.46,2,137
26520,Clinton Hill,Private room,125,19,0.2,6,250
32023,Bedford-Stuyvesant,Entire home/apt,125,227,2.09,2,163
36133,Williamsburg,Private room,125,155,1.61,1,1
36934,Williamsburg,Entire home/apt,125,27,0.25,1,189
44212,East Village,Private room,125,84,0.78,4,310
60611,East Harlem,Entire home/apt,125,183,1.83,2,365
68900,Greenpoint,Private room,125,6,0.1,1,325
71248,Chinatown,Entire home/apt,125,43,0.42,1,102
98330,Kips Bay,Entire home/apt,125,1,0.01,3,181
153405,Greenpoint,Entire home/apt,125,104,1.09,1,22
182177,Allerton,Entire home/apt,125,271,2.84,2,347
249618,Washington Heights,Private room,125,4,0.06,1,364
250536,Harlem,Private room,125,11,0.12,2,365
257097,Bedford-Stuyvesant,Entire home/apt,125,31,0.33,1,218
259946,Arrochar,Entire home/apt,125,8,0.09,4,353
271694,Midtown,Entire home/apt,125,19,0.21,1,365
282977,Park Slope,Private room,125,232,2.52,1,303
336220,Harlem,Private room,125,202,2.29,1,217
351530,Park Slope,Entire home/apt,125,6,0.08,1,31
380416,Park Slope,Entire home/apt,125,23,0.67,2,262
397034,Upper West Side,Private room,125,25,0.28,1,311
403056,East Harlem,Private room,125,74,0.84,3,212
412061,Crown Heights,Entire home/apt,125,58,0.67,2,212
418291,East Village,Private room,125,28,0.33,1,364
433218,Prospect Heights,Entire home/apt,125,41,0.47,1,10
481022,Lower East Side,Entire home/apt,125,261,3.24,1,212
485026,Gowanus,Private room,125,17,0.2,2,331
513343,Prospect Heights,Entire home/apt,125,1,0.01,1,341
564184,Chelsea,Private room,125,42,0.5,1,172
67288,East Harlem,Entire home/apt,124,22,0.26,1,103
51572,Chelsea,Private room,123,375,3.52,1,328
99085,Fort Greene,Entire home/apt,123,15,0.15,1,189
404502,Williamsburg,Private room,123,269,3.09,3,158
67397,Morningside Heights,Private room,122,93,0.93,1,246
128975,Harlem,Entire home/apt,122,116,1.18,5,271
54544,Harlem,Entire home/apt,121,104,1,5,247
342027,Upper East Side,Entire home/apt,121,16,0.19,2,351
8490,Bedford-Stuyvesant,Entire home/apt,120,88,0.73,2,233
12299,South Slope,Entire home/apt,120,15,0.39,1,345
12303,Fort Greene,Private room,120,25,0.23,1,311
26785,South Slope,Entire home/apt,120,467,4.22,2,192
29455,Harlem,Entire home/apt,120,155,1.42,3,213
46911,Prospect Heights,Private room,120,51,0.48,3,250
58467,Roosevelt Island,Private room,120,17,0.3,1,341
61492,Chinatown,Private room,120,171,1.8,2,353
79782,Williamsburg,Private room,120,76,0.76,6,343
93313,Bedford-Stuyvesant,Entire home/apt,120,75,0.76,2,237
94783,Crown Heights,Entire home/apt,120,104,1.04,1,272
107895,Upper West Side,Entire home/apt,120,49,0.56,1,201
141154,Boerum Hill,Entire home/apt,120,232,2.41,1,221
179670,Lower East Side,Private room,120,99,1.04,1,345
182069,East Harlem,Entire home/apt,120,86,0.91,1,268
205867,Williamsburg,Entire home/apt,120,87,0.99,1,263
222054,Park Slope,Private room,120,23,0.24,6,342
287481,Williamsburg,Entire home/apt,120,66,0.72,2,17
291714,Crown Heights,Entire home/apt,120,37,0.45,1,310
318187,Bushwick,Entire home/apt,120,42,0.48,1,238
335820,East Flatbush,Entire home/apt,120,79,0.88,4,349
367810,Greenpoint,Private room,120,3,0.09,1,242
385824,Spuyten Duyvil,Entire home/apt,120,47,1.22,1,318
411525,Williamsburg,Private room,120,62,0.7,2,15
498052,Williamsburg,Private room,120,124,1.46,1,292
553565,Inwood,Entire home/apt,120,25,0.3,1,129
573870,Upper West Side,Entire home/apt,120,18,0.22,5,337
575061,Williamsburg,Private room,120,143,4.14,1,102
413504,Williamsburg,Private room,119,137,1.57,1,296
524111,East Village,Entire home/apt,118,141,1.66,1,13
221097,Greenpoint,Entire home/apt,116,22,0.23,1,335
31555,West Village,Entire home/apt,115,26,0.25,1,12
32965,Bedford-Stuyvesant,Entire home/apt,115,124,1.72,2,170
36442,Prospect Heights,Entire home/apt,115,4,0.05,1,269
65019,Upper West Side,Entire home/apt,115,210,2.1,1,261
74680,Astoria,Entire home/apt,115,198,2.01,1,257
172700,Lower East Side,Private room,115,3,0.04,2,337
252076,Chinatown,Private room,115,151,1.63,2,323
321136,Washington Heights,Entire home/apt,115,18,0.21,1,31
335797,East Flatbush,Entire home/apt,115,64,0.72,4,333
335819,East Flatbush,Entire home/apt,115,51,0.58,4,327
521038,Harlem,Private room,115,8,0.09,1,178
568684,Bushwick,Entire home/apt,115,6,0.09,1,365
74333,East Harlem,Entire home/apt,113,26,0.27,3,253
8110,Park Slope,Private room,110,71,0.61,6,304
12940,Bedford-Stuyvesant,Entire home/apt,110,61,0.52,1,265
14991,Lower East Side,Private room,110,19,0.17,1,301
19159,Harlem,Entire home/apt,110,54,0.49,1,209
44229,Fort Greene,Private room,110,213,2,2,321
61509,Midtown,Entire home/apt,110,92,0.9,1,140
115748,Astoria,Entire home/apt,110,30,0.32,1,363
118061,Bedford-Stuyvesant,Entire home/apt,110,70,0.75,1,283
123784,Harlem,Entire home/apt,110,142,1.44,2,301
191075,East Village,Private room,110,81,0.85,2,274
219066,Bensonhurst,Entire home/apt,110,24,0.26,1,183
228517,Chinatown,Private room,110,59,0.64,1,281
232612,Bedford-Stuyvesant,Entire home/apt,110,305,3.24,1,231
233662,Midtown,Private room,110,61,0.65,1,264
241159,Bedford-Stuyvesant,Entire home/apt,110,8,0.33,1,4
274329,Bushwick,Entire home/apt,110,115,1.75,2,28
274743,Upper East Side,Entire home/apt,110,1,0.02,1,275
286662,Crown Heights,Entire home/apt,110,238,2.6,1,297
318021,Harlem,Private room,110,47,0.57,1,248
357509,Midtown,Entire home/apt,110,27,0.31,1,192
386555,Stapleton,Private room,110,6,0.19,1,363
436619,East Village,Private room,110,64,0.76,1,74
471914,Prospect-Lefferts Gardens,Private room,110,12,0.16,1,330
543792,Ridgewood,Entire home/apt,110,107,1.25,1,276
568661,Bushwick,Entire home/apt,110,32,0.4,1,330
68099,Upper West Side,Private room,109,104,1.05,2,364
266146,Upper West Side,Entire home/apt,109,36,0.39,5,286
310796,Upper West Side,Entire home/apt,109,18,0.2,5,285
324517,Upper East Side,Private room,109,66,0.94,1,353
180507,Astoria,Entire home/apt,107,21,0.22,8,200
506527,Astoria,Entire home/apt,107,24,0.29,8,262
566712,East Village,Private room,107,115,1.4,1,85
327778,Kips Bay,Entire home/apt,106,12,0.14,1,271
17747,Clinton Hill,Private room,105,105,0.92,1,304
19812,Williamsburg,Entire home/apt,105,61,0.53,1,272
21293,Bushwick,Entire home/apt,105,118,1.05,2,9
30927,Lower East Side,Entire home/apt,105,32,0.29,1,16
54453,Hell's Kitchen,Shared room,105,10,0.09,1,363
63610,Eastchester,Entire home/apt,105,38,0.5,13,365
168123,South Slope,Entire home/apt,105,101,1.06,1,167
195989,Park Slope,Private room,105,211,2.21,2,252
386744,Upper East Side,Private room,105,93,1.06,1,70
437352,Park Slope,Entire home/apt,105,15,0.17,1,219
484728,Fort Hamilton,Entire home/apt,105,3,0.05,1,30
393016,Hell's Kitchen,Private room,104,133,1.51,1,147
504437,Lower East Side,Entire home/apt,104,57,0.7,1,6
491123,Prospect Heights,Private room,102,121,1.6,1,361
535352,Upper West Side,Entire home/apt,102,36,0.5,1,21
24143,Williamsburg,Private room,101,335,3.02,1,152
261344,Financial District,Private room,101,51,0.55,1,307
25696,Harlem,Private room,100,170,1.61,1,346
54508,Prospect Heights,Private room,100,226,2.12,3,250
54860,East Harlem,Private room,100,204,1.92,1,192
64107,Crown Heights,Private room,100,279,2.69,1,301
105510,Crown Heights,Entire home/apt,100,15,0.16,5,282
176653,East Village,Private room,100,49,0.51,2,43
187488,West Village,Private room,100,5,0.07,1,359
199312,Williamsburg,Private room,100,273,2.85,1,254
204833,Williamsburg,Private room,100,8,0.09,1,249
217580,Fort Hamilton,Entire home/apt,100,7,0.08,1,241
219922,Harlem,Private room,100,33,0.38,1,84
228925,Bedford-Stuyvesant,Entire home/apt,100,63,1.87,1,321
249867,Bedford-Stuyvesant,Private room,100,7,0.08,4,281
279969,Bedford-Stuyvesant,Entire home/apt,100,63,0.72,2,5
283272,Williamsburg,Entire home/apt,100,5,0.06,2,6
287397,Bedford-Stuyvesant,Entire home/apt,100,21,0.23,3,43
299531,East New York,Entire home/apt,100,119,1.39,2,289
312429,Prospect Heights,Private room,100,61,0.86,1,90
393682,Nolita,Private room,100,61,0.7,1,188
409293,East Harlem,Private room,100,67,0.76,3,345
447766,Kips Bay,Private room,100,1,0.02,1,6
449680,Longwood,Entire home/apt,100,82,0.96,1,63
466457,Bedford-Stuyvesant,Entire home/apt,100,182,2.15,1,220
467866,West Village,Private room,100,199,2.3,1,19
482765,Fort Greene,Private room,100,112,1.3,2,12
7726,Crown Heights,Entire home/apt,99,53,4.44,1,21
16821,East Village,Private room,99,106,1.26,2,336
27531,South Slope,Private room,99,354,3.2,3,20
39267,Upper East Side,Entire home/apt,99,234,2.6,2,164
45936,Morningside Heights,Private room,99,122,1.18,2,233
60680,East Village,Entire home/apt,99,127,1.22,1,320
62430,Bushwick,Entire home/apt,99,111,2.13,1,68
63360,Astoria,Entire home/apt,99,441,4.5,1,226
115678,Harlem,Entire home/apt,99,320,3.23,1,220
125163,Bedford-Stuyvesant,Private room,99,38,0.54,2,307
163814,East Village,Entire home/apt,99,280,2.92,3,257
187566,Bedford-Stuyvesant,Entire home/apt,99,187,1.97,2,287
189135,Hell's Kitchen,Private room,99,89,1,1,353
189787,Crown Heights,Entire home/apt,99,90,0.94,1,56
197942,Bedford-Stuyvesant,Entire home/apt,99,207,2.18,1,304
265036,Crown Heights,Private room,99,20,0.59,1,98
267708,East Harlem,Private room,99,25,0.96,2,127
274062,Harlem,Private room,99,54,0.88,1,50
309342,Upper West Side,Private room,99,14,0.22,1,365
313890,Lower East Side,Entire home/apt,99,13,0.34,9,289
387666,Washington Heights,Private room,99,4,0.41,1,335
422040,Upper West Side,Private room,99,27,0.31,1,189
424667,Hell's Kitchen,Private room,99,134,1.54,1,265
454763,Inwood,Entire home/apt,99,11,0.18,1,249
476571,East Village,Entire home/apt,99,62,0.74,6,8
490278,Midtown,Entire home/apt,99,30,0.35,1,317
501693,Upper West Side,Private room,99,280,3.51,1,246
516452,Fort Greene,Entire home/apt,99,5,0.06,1,242
20755,Clinton Hill,Private room,98,16,0.2,6,185
21794,Chelsea,Private room,98,30,0.27,2,364
53469,Middle Village,Entire home/apt,98,33,0.31,5,240
256369,Cobble Hill,Private room,98,216,2.31,1,288
132516,Forest Hills,Entire home/apt,97,28,1.21,3,209
176135,Crown Heights,Entire home/apt,97,31,0.32,1,193
282514,Bedford-Stuyvesant,Private room,97,29,1.57,1,118
253332,Sunset Park,Entire home/apt,96,13,0.14,1,204
269889,Long Island City,Private room,96,244,2.74,1,270
18590,Fort Greene,Private room,95,143,1.28,1,132
65660,Williamsburg,Entire home/apt,95,132,1.27,1,46
66275,Lower East Side,Private room,95,109,1.11,3,364
84905,Two Bridges,Private room,95,223,2.22,2,60
112435,Fort Greene,Private room,95,163,1.66,2,331
152078,East Village,Private room,95,25,0.3,1,359
180792,Astoria,Entire home/apt,95,24,0.26,8,271
204959,Chinatown,Private room,95,172,1.84,2,64
215784,Long Island City,Entire home/apt,95,24,0.25,8,358
322604,Williamsburg,Private room,95,160,1.8,2,79
341525,Hell's Kitchen,Private room,95,62,0.76,2,80
343276,Hell's Kitchen,Private room,95,110,1.27,2,43
571564,Crown Heights,Private room,95,123,1.47,3,359
19319,Lower East Side,Private room,94,94,0.84,1,188
369411,Williamsburg,Private room,94,272,3.18,3,22
449130,Harlem,Private room,94,95,1.09,1,18
271083,Prospect-Lefferts Gardens,Entire home/apt,93,115,1.25,1,312
530576,Upper West Side,Private room,93,88,1.03,1,176
60666,Harlem,Private room,92,189,1.82,5,253
262405,East Flatbush,Entire home/apt,92,54,0.62,1,27
355106,Prospect-Lefferts Gardens,Private room,92,34,0.39,1,332
173151,Greenpoint,Private room,91,241,2.49,1,287
282863,Gowanus,Entire home/apt,91,69,0.76,1,265
28396,Williamsburg,Private room,90,9,0.08,1,245
46723,Bedford-Stuyvesant,Private room,90,126,1.17,4,343
64707,Little Italy,Entire home/apt,90,1,0.16,1,14
70095,Inwood,Private room,90,120,1.27,1,132
71812,Kingsbridge,Entire home/apt,90,4,0.35,2,346
89621,Bedford-Stuyvesant,Entire home/apt,90,218,2.26,4,324
230956,East Village,Private room,90,109,1.15,1,333
282341,Kensington,Entire home/apt,90,3,0.05,1,286
292047,West Village,Private room,90,209,2.38,1,236
303345,East Harlem,Entire home/apt,90,51,0.57,1,311
394026,Greenpoint,Private room,90,2,0.02,2,89
399946,Lower East Side,Private room,90,67,0.77,1,301
400466,Prospect-Lefferts Gardens,Entire home/apt,90,32,0.37,1,50
419373,Bedford-Stuyvesant,Entire home/apt,90,206,2.4,1,236
446367,Upper West Side,Entire home/apt,90,22,0.27,1,239
449034,Williamsburg,Private room,90,155,1.78,3,328
501098,Williamsburg,Private room,90,219,2.54,1,30
516791,Kensington,Entire home/apt,90,33,0.39,1,269
518960,Harlem,Entire home/apt,90,266,3.17,1,150
526942,Upper East Side,Private room,90,3,0.04,1,128
535095,Prospect Heights,Private room,90,43,0.52,1,38
3831,Clinton Hill,Entire home/apt,89,270,4.64,1,194
5803,South Slope,Private room,89,167,1.34,3,314
10962,South Slope,Private room,89,168,1.41,3,340
21644,Harlem,Private room,89,1,0.11,1,365
29628,Clinton Hill,Private room,89,260,2.35,1,278
172870,Harlem,Private room,89,43,0.47,2,247
194154,Upper West Side,Private room,89,35,0.37,1,180
229367,East Village,Private room,89,278,2.95,3,192
255476,Williamsburg,Private room,89,30,0.8,1,91
314982,East Village,Private room,89,136,1.52,1,193
317905,Kensington,Entire home/apt,89,62,0.71,1,189
343971,Harlem,Private room,89,56,0.64,1,365
471712,Morningside Heights,Private room,89,69,0.81,1,80
476570,East Village,Entire home/apt,89,70,0.83,6,4
521672,Williamsburg,Private room,89,160,1.92,1,23
159749,Bedford-Stuyvesant,Private room,88,64,0.68,3,238
404923,Windsor Terrace,Entire home/apt,88,243,2.75,1,217
329385,Inwood,Private room,87,46,0.62,2,310
416557,Greenpoint,Entire home/apt,87,39,0.47,2,258
311343,East Harlem,Private room,86,216,2.44,1,250
5441,Hell's Kitchen,Private room,85,188,1.5,1,39
6021,Upper West Side,Private room,85,113,0.91,1,333
11708,Bushwick,Entire home/apt,85,231,1.96,2,22
20611,Williamsburg,Private room,85,174,1.54,4,288
29012,Washington Heights,Private room,85,36,0.33,1,307
36121,Prospect Heights,Private room,85,9,0.09,1,339
68305,Harlem,Private room,85,64,0.68,1,318
113945,Hell's Kitchen,Private room,85,116,1.17,1,174
169464,Williamsburg,Entire home/apt,85,86,0.89,2,15
170761,Fort Greene,Private room,85,35,0.55,2,161
195578,Williamsburg,Private room,85,46,0.97,1,59
239883,Fort Greene,Private room,85,124,1.32,1,69
246134,Crown Heights,Private room,85,5,0.05,1,281
264323,Morningside Heights,Private room,85,171,1.84,2,144
270231,Woodside,Private room,85,270,2.95,2,306
276482,Harlem,Private room,85,130,1.42,2,97
374548,Bedford-Stuyvesant,Entire home/apt,85,268,3.04,2,202
397420,Harlem,Private room,85,6,0.07,1,363
476983,Harlem,Private room,85,439,5.12,2,238
495249,East Elmhurst,Private room,85,219,2.63,2,305
500886,Bedford-Stuyvesant,Private room,85,103,1.25,2,344
51485,Lower East Side,Private room,83,285,2.69,1,7
472546,Bushwick,Entire home/apt,82,5,0.06,1,311
518566,Upper East Side,Private room,82,10,0.13,2,251
8025,Park Slope,Private room,80,39,0.37,6,364
13394,Fort Greene,Private room,80,135,1.16,2,192
13808,Bedford-Stuyvesant,Private room,80,112,1.01,3,251
15385,Williamsburg,Private room,80,42,0.38,1,263
16580,East Village,Private room,80,338,4.72,2,72
25406,Williamsburg,Entire home/apt,80,29,0.4,1,222
33223,Williamsburg,Private room,80,200,1.86,4,262
94035,Astoria,Private room,80,42,1.21,2,365
116940,Crown Heights,Entire home/apt,80,225,2.27,4,315
159815,Bedford-Stuyvesant,Private room,80,39,0.41,3,218
212109,West Village,Private room,80,9,0.2,1,338
214917,Emerson Hill,Private room,80,2,0.05,1,158
218358,Harlem,Private room,80,19,0.35,1,285
227715,Bedford-Stuyvesant,Entire home/apt,80,234,2.47,4,308
230321,Bedford-Stuyvesant,Entire home/apt,80,35,0.4,1,36
256078,Sunnyside,Entire home/apt,80,81,0.98,2,40
262478,Lower East Side,Private room,80,10,0.46,1,348
334781,Harlem,Private room,80,15,0.21,1,329
449660,Windsor Terrace,Private room,80,118,1.35,1,353
478053,Two Bridges,Private room,80,48,0.56,1,96
479285,Sunnyside,Private room,80,1,0.01,1,330
482365,Hell's Kitchen,Entire home/apt,80,32,0.37,7,365
497370,Gowanus,Private room,80,35,0.41,1,189
531455,Prospect-Lefferts Gardens,Entire home/apt,80,23,0.27,1,20
566911,Bedford-Stuyvesant,Entire home/apt,80,42,0.49,1,245
5178,Hell's Kitchen,Private room,79,430,3.47,1,220
39593,Sunnyside,Private room,79,28,0.26,1,126
85094,Crown Heights,Entire home/apt,79,11,0.11,5,179
215560,Bedford-Stuyvesant,Private room,79,152,1.6,3,192
225306,Bedford-Stuyvesant,Private room,79,115,1.21,3,264
246916,Elmhurst,Entire home/apt,79,60,0.64,2,297
319844,Greenpoint,Private room,79,22,0.25,1,268
333189,Williamsburg,Private room,79,42,0.47,2,52
501082,Harlem,Private room,79,185,2.15,1,302
544131,Greenwich Village,Private room,79,87,1.02,1,30
573612,Harlem,Private room,79,132,1.56,2,335
31902,Flatlands,Private room,77,2,0.02,1,178
149777,Woodlawn,Entire home/apt,77,197,2.49,1,309
352651,Prospect-Lefferts Gardens,Private room,77,11,0.13,3,365
442636,Ridgewood,Entire home/apt,77,289,3.3,1,85
31994,Clinton Hill,Private room,76,426,3.89,3,275
564751,Upper West Side,Shared room,76,158,1.91,3,324
28321,Prospect-Lefferts Gardens,Private room,75,9,0.08,1,324
47199,Upper East Side,Private room,75,199,1.85,1,326
65268,Bedford-Stuyvesant,Private room,75,64,0.67,1,68
65813,Harlem,Private room,75,20,0.26,1,364
154934,Harlem,Private room,75,38,0.42,3,365
158290,Clinton Hill,Private room,75,43,0.44,2,365
165461,Morningside Heights,Private room,75,57,0.59,2,201
166541,Washington Heights,Private room,75,34,0.35,1,222
193393,Sunnyside,Private room,75,160,1.68,1,65
199195,Harlem,Private room,75,50,0.65,2,38
225976,Shore Acres,Entire home/apt,75,76,0.8,1,278
234870,Long Island City,Private room,75,65,0.74,3,219
239733,Ditmars Steinway,Entire home/apt,75,49,0.53,1,313
270681,Williamsburg,Private room,75,5,0.06,2,365
277207,Greenpoint,Private room,75,15,0.25,3,365
296345,Williamsburg,Private room,75,98,1.07,2,264
302057,Flatbush,Private room,75,158,1.77,1,168
310325,Harlem,Private room,75,33,0.39,3,301
310338,Harlem,Private room,75,30,0.35,3,322
310524,Bedford-Stuyvesant,Private room,75,13,0.15,1,298
324115,Williamsburg,Private room,75,219,2.44,2,277
333323,Hell's Kitchen,Private room,75,118,2.11,3,312
342995,Harlem,Private room,75,77,0.88,2,144
394111,Briarwood,Private room,75,16,0.18,2,189
407469,Bushwick,Private room,75,112,1.28,8,330
409666,Brighton Beach,Entire home/apt,75,8,0.1,1,2
448048,Jackson Heights,Private room,75,30,0.37,3,180
456526,Harlem,Private room,75,36,1.76,1,47
519310,Woodside,Private room,75,251,2.92,2,317
387324,Kips Bay,Private room,74,15,0.17,1,90
157673,Bedford-Stuyvesant,Entire home/apt,72,88,0.91,1,164
364275,Williamsburg,Private room,72,156,1.8,1,110
506121,East Village,Private room,72,451,5.26,2,13
55498,Bedford-Stuyvesant,Private room,71,23,0.22,1,91
80493,East Village,Private room,71,182,1.81,1,200
245504,Inwood,Private room,71,229,2.45,1,26
10452,Bedford-Stuyvesant,Private room,70,74,0.66,2,269
18198,Woodside,Private room,70,25,0.22,1,324
29013,Bedford-Stuyvesant,Private room,70,63,0.58,2,310
42580,Clinton Hill,Private room,70,294,3.47,3,336
42882,St. George,Private room,70,166,1.66,1,312
63719,Bedford-Stuyvesant,Private room,70,36,0.41,4,281
64277,Bedford-Stuyvesant,Private room,70,18,0.22,4,189
69921,Bushwick,Private room,70,47,0.49,1,203
105469,Rockaway Beach,Private room,70,13,0.13,1,335
182649,Williamsburg,Private room,70,227,2.4,1,37
206957,Sheepshead Bay,Entire home/apt,70,128,1.34,2,90
297962,Williamsburg,Private room,70,2,0.05,1,363
433914,East New York,Entire home/apt,70,40,0.46,1,273
453094,Clinton Hill,Private room,70,339,3.88,3,333
473592,Long Island City,Private room,70,144,1.68,2,340
15220,Hell's Kitchen,Private room,69,289,2.49,2,294
36647,East Harlem,Private room,69,34,0.32,1,10
39282,Williamsburg,Private room,69,202,1.86,2,53
55959,Williamsburg,Private room,69,82,1.13,2,60
75193,Williamsburg,Private room,69,220,2.17,2,8
224004,Harlem,Private room,69,59,0.63,2,86
253548,Brighton Beach,Private room,69,2,0.04,1,303
448049,Jackson Heights,Private room,69,55,0.64,3,318
521806,Rego Park,Entire home/apt,69,5,0.1,1,4
545651,Prospect-Lefferts Gardens,Private room,69,19,0.24,3,43
12192,East Village,Private room,68,245,2.08,2,96
64837,East Village,Private room,68,203,1.96,2,86
197753,Harlem,Private room,68,295,3.9,2,188
503460,New Springville,Private room,68,11,0.24,1,88
505315,Bushwick,Private room,68,37,0.49,1,23
100002,Washington Heights,Private room,67,136,1.37,1,296
17693,Washington Heights,Private room,65,49,1.6,2,336
20724,Bushwick,Private room,65,24,0.28,1,317
23501,Washington Heights,Private room,65,68,0.6,1,312
62095,East Flatbush,Entire home/apt,65,238,2.3,1,2
70128,East Village,Private room,65,52,0.63,1,5
83243,Bushwick,Entire home/apt,65,228,2.27,1,194
115535,Harlem,Private room,65,35,0.35,1,283
169002,Harlem,Private room,65,41,0.43,2,59
193333,Williamsburg,Private room,65,52,0.54,1,276
284208,South Slope,Private room,65,36,0.47,2,80
289958,Long Island City,Private room,65,5,0.06,1,362
306799,Bushwick,Private room,65,123,1.42,1,46
359982,Williamsburg,Private room,65,30,0.34,1,139
550653,Windsor Terrace,Private room,65,6,0.32,1,311
56859,Harlem,Private room,64,192,1.84,5,245
139624,Crown Heights,Entire home/apt,64,70,0.73,1,3
257787,Williamsburg,Private room,64,247,2.65,2,117
8505,Windsor Terrace,Private room,60,19,1.37,2,85
20299,East Village,Private room,60,194,1.73,1,26
22918,Harlem,Private room,60,11,0.87,3,219
58059,Harlem,Private room,60,458,4.58,2,258
64000,Williamsburg,Private room,60,14,0.14,4,362
64365,Crown Heights,Private room,60,227,2.27,2,287
106363,Harlem,Private room,60,380,3.83,2,247
167222,Park Slope,Private room,60,20,0.21,6,258
267652,Kensington,Private room,60,20,0.42,1,347
271128,Bedford-Stuyvesant,Private room,60,9,0.19,2,33
272427,Greenpoint,Private room,60,6,0.07,1,303
272738,Williamsburg,Private room,60,35,0.38,2,161
573671,Bedford-Stuyvesant,Private room,60,41,0.65,8,245
26362,Hell's Kitchen,Private room,59,334,3,2,279
63299,Williamsburg,Private room,59,181,1.77,2,15
72265,Greenpoint,Private room,59,29,0.36,1,15
310272,Clifton,Private room,59,50,0.56,1,352
319724,Williamsburg,Private room,59,207,2.29,2,284
436824,Harlem,Private room,58,17,0.31,2,289
272026,Washington Heights,Entire home/apt,56,20,0.41,1,216
9782,Greenpoint,Private room,55,197,1.65,3,284
16338,Clinton Hill,Private room,55,27,0.23,2,292
51850,Jamaica,Private room,55,52,0.49,2,365
113265,Crown Heights,Private room,55,247,2.51,2,275
152259,Harlem,Private room,55,119,1.22,5,333
220351,Harlem,Private room,55,99,1.04,1,260
233638,Ridgewood,Private room,55,19,0.25,1,311
240800,Prospect Heights,Private room,55,147,1.57,1,293
296361,Elmhurst,Private room,55,63,0.89,2,341
428226,Crown Heights,Private room,55,62,0.71,2,57
439750,Williamsburg,Private room,55,10,0.14,1,97
450578,Sunset Park,Private room,55,28,0.32,2,333
458154,Williamsburg,Private room,55,132,1.51,2,195
470370,Crown Heights,Private room,55,101,1.19,4,170
483414,Bedford-Stuyvesant,Private room,55,22,0.26,4,297
546383,Flushing,Private room,55,474,5.53,3,332
254131,Jackson Heights,Private room,54,56,0.66,3,365
577324,Ditmars Steinway,Entire home/apt,54,198,2.33,1,80
9704,Harlem,Private room,52,88,1.42,1,255
16421,Hell's Kitchen,Private room,52,191,1.65,1,191
311356,Ridgewood,Private room,52,98,1.09,1,326
17092,Hell's Kitchen,Private room,51,23,0.43,1,88
9668,Harlem,Private room,50,242,2.04,3,355
9783,Harlem,Private room,50,273,2.37,3,359
43957,Bushwick,Private room,50,47,0.94,1,37
100184,Queens Village,Private room,50,43,0.45,1,88
135393,East Flatbush,Private room,50,263,2.69,2,136
195123,Washington Heights,Private room,50,225,2.35,1,343
206071,Concourse Village,Private room,50,258,2.7,2,276
209310,Sunnyside,Private room,50,258,2.9,1,287
230854,Concourse,Private room,50,235,2.49,2,271
267535,Wakefield,Private room,50,15,0.17,1,337
269283,Crown Heights,Private room,50,26,0.33,1,158
278090,East Harlem,Private room,50,208,2.32,1,339
292266,Bushwick,Private room,50,17,0.19,2,74
455734,Inwood,Entire home/apt,50,123,1.47,1,21
489924,Sunset Park,Private room,50,33,0.39,1,20
525523,East Harlem,Private room,50,16,0.62,1,60
15338,Greenpoint,Private room,49,138,1.19,3,320
66026,Crown Heights,Private room,49,15,0.15,5,331
173072,Harlem,Shared room,49,168,4.6,1,248
319798,Bay Ridge,Private room,49,72,0.81,2,343
444430,Mott Haven,Private room,49,23,0.27,1,333
507393,Bedford-Stuyvesant,Private room,49,46,0.54,4,301
257568,Cypress Hills,Private room,48,53,0.57,2,1
163836,Greenpoint,Private room,46,86,0.89,3,350
502309,Prospect-Lefferts Gardens,Private room,46,184,2.14,5,362
54626,Highbridge,Private room,45,138,1.45,3,323
270139,Bushwick,Private room,45,21,0.29,3,88
391948,Ozone Park,Shared room,45,8,0.11,2,364
392948,Williamsburg,Private room,45,15,0.57,4,242
506575,Morris Heights,Private room,45,190,2.21,2,329
9518,Inwood,Private room,44,108,1.11,3,311
34760,Fort Greene,Private room,44,27,1.05,5,280
195233,Prospect-Lefferts Gardens,Private room,43,401,6.62,2,43
152520,Sunnyside,Private room,42,53,0.55,3,236
161366,Sunnyside,Private room,42,41,0.43,3,246
195240,Prospect-Lefferts Gardens,Private room,42,72,0.84,2,96
245544,Kingsbridge,Private room,42,108,1.36,2,302
205735,Bushwick,Private room,41,55,0.59,1,286
12048,Lower East Side,Shared room,40,214,1.81,4,188
44096,Highbridge,Private room,40,219,2.04,3,353
213272,Bushwick,Private room,40,1,0.37,1,5
63546,Kensington,Private room,39,45,0.46,2,365
125594,Kensington,Private room,39,82,0.94,2,365
450009,Canarsie,Private room,39,105,1.21,3,34
467634,Jamaica,Shared room,39,454,5.27,1,353
62787,Tompkinsville,Private room,37,177,1.71,6,320
169306,University Heights,Private room,37,117,1.21,1,232
62452,Tompkinsville,Private room,36,193,1.85,6,360
63320,Tompkinsville,Private room,36,333,3.19,6,340
528485,Sunset Park,Private room,36,5,0.07,2,44
498120,Allerton,Private room,35,2,0.17,1,90
