id,neighbourhood,room_type,price,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
12680171,Forest Hills,Private room,119,21,0.57,2,363
12681206,Sunnyside,Private room,80,53,1.37,1,364
12681210,Crown Heights,Private room,75,0,,1,89
12681730,Chelsea,Private room,125,0,,1,0
12681868,Astoria,Private room,58,67,1.76,3,20
12683452,Bedford-Stuyvesant,Private room,128,3,0.08,3,12
12684235,Inwood,Private room,60,0,,1,0
12684394,Harlem,Private room,115,2,0.05,1,0
12684755,SoHo,Private room,105,0,,1,0
12685482,Harlem,Private room,69,0,,1,0
12685533,Bedford-Stuyvesant,Private room,76,69,1.81,3,11
12686241,Bedford-Stuyvesant,Private room,45,41,1.06,2,89
12687169,Park Slope,Private room,80,2,0.05,1,0
12693458,Williamsburg,Private room,75,7,0.19,1,0
12696421,Upper East Side,Entire home/apt,200,0,,49,324
12698900,Williamsburg,Private room,89,148,3.81,1,303
12699413,Williamsburg,Private room,80,0,,1,0
12700609,Upper West Side,Entire home/apt,197,2,0.06,96,104
12702755,Lower East Side,Shared room,35,0,,28,318
12703851,Clinton Hill,Entire home/apt,180,10,0.78,1,0
12704159,Financial District,Private room,90,0,,1,0
12705155,Gowanus,Entire home/apt,125,3,0.08,1,0
12705303,Upper East Side,Entire home/apt,170,2,0.05,1,0
12705519,Washington Heights,Entire home/apt,180,6,0.15,1,0
12708671,Hell's Kitchen,Entire home/apt,142,4,0.13,31,307
12710376,Jackson Heights,Private room,60,14,0.4,4,300
12710904,Upper East Side,Private room,98,8,0.21,2,241
12711153,Flushing,Private room,40,107,2.75,12,323
12711232,Harlem,Private room,59,3,0.08,1,0
12711351,Flushing,Private room,40,102,2.73,12,105
12713090,West Village,Entire home/apt,250,30,0.77,2,18
12713289,Sunset Park,Private room,80,4,0.11,1,0
12713863,Jackson Heights,Private room,50,70,1.82,4,345
12713950,Morningside Heights,Private room,50,2,0.05,1,0
12713995,Jackson Heights,Private room,65,49,1.31,4,329
12714891,Upper East Side,Entire home/apt,140,6,0.16,1,0
12720048,Bedford-Stuyvesant,Private room,47,32,0.91,4,258
12723066,Midtown,Entire home/apt,184,9,0.25,14,332
12725523,Williamsburg,Entire home/apt,139,12,0.31,2,0
12726907,Williamsburg,Entire home/apt,57,5,0.13,1,0
12727438,Williamsburg,Entire home/apt,150,0,,1,0
12727779,Bushwick,Private room,43,0,,1,0
12728514,Harlem,Private room,50,1,0.03,1,0
12730083,Richmond Hill,Entire home/apt,250,40,1.04,2,189
12730434,Bedford-Stuyvesant,Entire home/apt,125,5,0.14,1,0
12730600,Williamsburg,Private room,50,3,0.21,2,0
12731689,Midtown,Entire home/apt,240,59,1.56,1,37
12732671,Flatlands,Private room,60,4,0.12,1,346
12733430,Williamsburg,Entire home/apt,160,9,0.24,1,0
12733742,Harlem,Private room,45,1,0.03,2,0
12734487,Harlem,Private room,38,0,,2,0
12734936,Bedford-Stuyvesant,Private room,100,0,,1,0
12735625,Inwood,Private room,85,0,,1,0
12735969,Bedford-Stuyvesant,Private room,50,2,0.05,1,0
12735986,Astoria,Entire home/apt,135,18,0.47,1,363
12736761,Harlem,Entire home/apt,259,57,1.51,1,175
12737192,Harlem,Private room,50,0,,1,42
12737335,Washington Heights,Private room,60,1,0.03,1,0
12737660,Williamsburg,Private room,70,3,0.08,1,0
12737915,Williamsburg,Private room,99,2,0.05,1,0
12738047,Upper West Side,Shared room,80,0,,1,0
12738346,Astoria,Entire home/apt,190,32,0.85,1,53
12738473,Upper East Side,Entire home/apt,115,1,0.03,1,0
12738790,East Village,Entire home/apt,250,29,0.76,1,0
12740226,Williamsburg,Private room,70,9,0.24,3,0
12740726,Williamsburg,Entire home/apt,225,19,0.85,1,0
12744759,Crown Heights,Private room,31,1,0.03,1,0
12747434,Bedford-Stuyvesant,Private room,40,39,1.02,4,236
12747935,Bedford-Stuyvesant,Private room,37,40,1.06,4,212
12749145,Williamsburg,Entire home/apt,239,5,0.13,1,0
12749156,Washington Heights,Private room,75,167,4.6,3,310
12751037,Gramercy,Private room,90,23,0.6,1,0
12751471,Inwood,Private room,46,1,0.03,1,0
12752736,Upper West Side,Private room,35,0,,1,0
12753144,Flatbush,Entire home/apt,85,0,,1,0
12753434,Hell's Kitchen,Entire home/apt,175,59,1.63,1,14
12754199,Bayside,Private room,60,0,,1,0
12755138,Financial District,Entire home/apt,155,1,0.03,96,335
12755571,Midtown,Entire home/apt,143,1,0.03,1,0
12757980,East Village,Entire home/apt,140,0,,1,0
12758216,Upper West Side,Entire home/apt,120,4,0.11,1,0
12759453,Cambria Heights,Entire home/apt,79,90,2.35,1,331
12760088,Harlem,Private room,50,2,0.05,1,0
12761910,Elmhurst,Private room,289,115,2.99,6,280
12762497,Flatbush,Entire home/apt,62,7,0.19,1,0
12763008,Sunnyside,Private room,85,27,0.71,1,125
12763385,Clinton Hill,Private room,99,0,,1,0
12763721,East Flatbush,Private room,50,149,3.86,1,92
12764005,Bushwick,Entire home/apt,120,43,1.15,1,243
12764378,Crown Heights,Entire home/apt,180,1,0.03,1,0
12764482,Hell's Kitchen,Entire home/apt,90,1,0.06,1,0
12765391,Williamsburg,Private room,80,0,,3,0
12765858,Upper West Side,Private room,49,0,,1,0
12772942,Williamsburg,Private room,90,1,0.05,1,0
12772993,Chelsea,Private room,55,5,0.13,1,0
12774144,Ditmars Steinway,Private room,49,7,0.18,1,341
12774249,Harlem,Entire home/apt,105,3,0.08,1,0
12774885,Wakefield,Private room,40,151,4.01,1,338
12774975,Harlem,Private room,50,0,,1,0
12775106,Long Island City,Entire home/apt,120,1,0.03,1,0
12776694,East Village,Private room,90,3,0.08,1,0
12778383,Williamsburg,Entire home/apt,110,4,0.15,1,0
12778678,Midtown,Entire home/apt,140,5,0.15,12,290
12780475,Astoria,Entire home/apt,125,21,0.58,1,345
12780595,Midtown,Entire home/apt,95,3,0.13,1,159
12780993,Washington Heights,Entire home/apt,75,0,,1,0
12781270,Pelham Gardens,Entire home/apt,75,92,2.45,1,265
12782370,Hell's Kitchen,Entire home/apt,244,176,4.57,1,282
12783632,Elmhurst,Private room,75,2,0.92,3,351
12786165,Chelsea,Private room,75,115,2.99,1,37
12788962,Harlem,Private room,105,5,0.36,4,15
12791778,Williamsburg,Private room,100,6,0.28,1,0
12792132,Gramercy,Entire home/apt,150,13,0.34,1,26
12793649,Concourse,Entire home/apt,175,0,,1,0
12794520,Washington Heights,Private room,35,3,0.08,1,0
12794791,Washington Heights,Private room,51,68,1.78,2,313
12795006,Upper East Side,Private room,105,7,0.19,1,29
12795109,Williamsburg,Private room,80,2,0.05,1,0
12795290,East Village,Private room,84,163,4.22,1,294
12795851,Williamsburg,Private room,70,10,0.29,2,281
12796602,Bushwick,Entire home/apt,70,26,0.67,2,206
12796750,Greenpoint,Entire home/apt,195,0,,1,0
12797047,East Village,Entire home/apt,150,1,0.04,1,0
12797684,Upper West Side,Private room,100,0,,2,0
12797920,Upper West Side,Private room,100,1,0.03,2,0
12798141,Morningside Heights,Private room,85,9,0.83,2,142
12804309,Clinton Hill,Entire home/apt,225,95,2.48,1,122
12804693,East Village,Private room,120,13,0.34,1,0
12805625,Lower East Side,Private room,90,1,0.42,1,90
12806016,Flatbush,Entire home/apt,175,96,2.5,1,209
12806177,Washington Heights,Private room,65,46,1.2,1,72
12806356,Long Island City,Entire home/apt,260,17,0.46,1,42
12806940,Bedford-Stuyvesant,Entire home/apt,225,33,0.85,1,1
12807447,South Slope,Entire home/apt,135,148,3.84,2,91
12810131,Brooklyn Heights,Private room,135,0,,1,0
12810210,Williamsburg,Entire home/apt,195,23,0.67,1,225
12810452,Two Bridges,Private room,99,3,0.08,1,0
12811459,Hell's Kitchen,Entire home/apt,1000,24,0.71,3,274
12812370,Hell's Kitchen,Entire home/apt,177,21,0.65,1,10
12812504,Harlem,Private room,59,0,,1,0
12812544,Upper East Side,Entire home/apt,190,3,0.08,96,330
12812577,Hell's Kitchen,Entire home/apt,1000,23,0.7,3,240
12812618,Williamsburg,Private room,80,6,0.16,1,0
12812630,Jamaica,Private room,60,109,2.84,1,98
12813050,Gramercy,Entire home/apt,195,1,0.03,1,0
12813068,Bedford-Stuyvesant,Private room,60,104,2.68,3,293
12813206,Sunset Park,Entire home/apt,99,25,0.73,1,12
12814195,Williamsburg,Private room,79,0,,1,0
12814578,Windsor Terrace,Entire home/apt,125,117,3.08,2,262
12814685,Clinton Hill,Private room,89,15,0.43,1,179
12814717,Washington Heights,Private room,55,5,0.14,1,0
12814991,Ditmars Steinway,Entire home/apt,130,17,0.45,1,11
12814997,Bedford-Stuyvesant,Private room,70,36,0.95,1,0
12815139,Prospect Heights,Entire home/apt,110,8,0.23,1,0
12821417,East Village,Private room,100,1,0.03,1,0
12823429,Williamsburg,Private room,145,0,,1,0
12825700,Chelsea,Entire home/apt,195,1,0.03,1,0
12826965,Flushing,Private room,30,54,1.39,1,64
12827123,South Slope,Private room,50,0,,1,0
12827146,Astoria,Entire home/apt,68,11,0.31,1,0
12827921,Lower East Side,Private room,90,6,0.16,1,0
12828338,Harlem,Entire home/apt,85,1,0.06,1,0
12829063,Prospect Heights,Entire home/apt,200,43,1.13,1,232
12830516,Greenpoint,Entire home/apt,100,0,,1,0
12830905,East Village,Private room,150,18,0.47,1,0
12831088,Upper West Side,Entire home/apt,199,0,,1,0
12831310,East Village,Private room,60,2,0.05,1,0
12832062,Rockaway Beach,Entire home/apt,135,27,0.72,2,0
12832227,Upper West Side,Private room,100,5,0.13,1,0
12832371,Upper East Side,Entire home/apt,163,1,0.05,87,350
12832899,Upper East Side,Entire home/apt,187,2,0.09,87,287
12833187,Upper East Side,Entire home/apt,225,1,0.05,87,365
12834317,Brooklyn Heights,Entire home/apt,120,1,0.03,1,0
12834386,Flatbush,Private room,73,43,1.37,4,188
12834748,Fort Greene,Private room,100,148,3.83,2,42
12835123,Williamsburg,Entire home/apt,99,1,0.07,1,0
12835664,Crown Heights,Entire home/apt,300,39,1.03,4,259
12836932,Morningside Heights,Entire home/apt,92,2,0.05,1,0
12844709,Williamsburg,Private room,42,0,,1,0
12845862,Upper East Side,Private room,100,8,0.21,1,0
12845943,Ditmars Steinway,Private room,40,1,0.03,1,0
12846033,West Village,Entire home/apt,225,0,,1,0
12846048,Park Slope,Entire home/apt,170,4,0.11,1,46
12846229,Astoria,Entire home/apt,125,0,,1,0
12846584,Greenpoint,Entire home/apt,109,9,0.26,1,0
12847429,Hell's Kitchen,Entire home/apt,150,6,0.32,91,126
12847720,Upper West Side,Private room,50,3,0.09,10,365
12847902,Concourse,Private room,49,33,0.87,1,348
12848383,Windsor Terrace,Entire home/apt,265,8,0.21,4,0
12850186,Financial District,Private room,80,0,,1,0
12850887,East New York,Private room,44,4,0.11,1,0
12850911,Tribeca,Private room,260,22,0.58,1,3
12851015,Midtown,Entire home/apt,133,3,0.1,91,342
12851100,Ditmars Steinway,Entire home/apt,80,15,0.41,1,0
12851307,Williamsburg,Private room,1000,6,0.16,1,365
12851607,Upper West Side,Entire home/apt,154,3,0.08,1,0
12852083,Gowanus,Entire home/apt,150,9,0.27,4,326
12852935,Hell's Kitchen,Private room,150,0,,1,0
12853281,Midtown,Entire home/apt,125,7,0.23,91,149
12853330,Harlem,Private room,60,1,0.03,1,0
12854022,Bushwick,Private room,95,0,,1,0
12854724,Chelsea,Entire home/apt,75,132,4.58,1,317
12854734,Chelsea,Entire home/apt,100,198,5.16,1,269
12855469,Upper East Side,Entire home/apt,100,27,0.78,1,17
12855923,Harlem,Private room,65,154,4.03,1,361
12856181,West Village,Entire home/apt,200,5,0.24,2,17
12856529,Midtown,Entire home/apt,180,1,0.03,1,0
12856720,Long Island City,Private room,60,36,1.05,1,316
12856992,Sunnyside,Private room,33,6,0.18,1,337
12862929,Murray Hill,Private room,112,23,0.61,1,18
12863594,Crown Heights,Entire home/apt,150,0,,1,0
12863815,West Village,Entire home/apt,230,39,1.03,1,0
12864095,Boerum Hill,Private room,65,0,,1,0
12864193,Upper West Side,Entire home/apt,375,2,0.06,2,0
12864784,SoHo,Private room,130,18,0.49,3,304
12864971,Ditmars Steinway,Entire home/apt,400,0,,1,0
12865332,Upper West Side,Private room,120,1,0.03,2,0
12865981,Midtown,Entire home/apt,900,0,,1,358
12867918,Upper East Side,Entire home/apt,150,12,0.35,16,325
12867950,Ditmars Steinway,Private room,40,0,,1,0
12868264,Bedford-Stuyvesant,Private room,150,14,0.4,1,0
12869174,Flatbush,Private room,30,1,0.03,1,0
12869561,Chelsea,Entire home/apt,191,1,0.09,87,323
12869567,Chelsea,Entire home/apt,219,5,0.24,87,344
12869662,Williamsburg,Entire home/apt,250,14,0.41,1,0
12869679,Williamsburg,Entire home/apt,180,3,0.08,1,0
12869930,Hell's Kitchen,Entire home/apt,115,4,0.12,31,65
12870344,Midtown,Private room,145,0,,1,0
12871039,Hell's Kitchen,Entire home/apt,399,29,0.84,2,0
12871310,Bushwick,Private room,52,3,0.08,1,0
12871708,Washington Heights,Entire home/apt,95,104,3.3,1,81
12872882,Williamsburg,Entire home/apt,190,84,2.19,1,8
12873159,Chelsea,Entire home/apt,480,106,2.99,1,263
12873930,Upper West Side,Entire home/apt,180,2,0.06,1,0
12874443,Greenpoint,Entire home/apt,150,3,0.08,1,0
12874666,Williamsburg,Private room,150,6,0.16,3,364
12874869,Greenwich Village,Private room,140,78,2.23,1,321
12876883,Borough Park,Private room,70,1,0.03,1,0
12881611,Greenpoint,Private room,70,21,0.54,1,4
12881712,Murray Hill,Entire home/apt,197,1,0.3,96,325
12882914,Gramercy,Entire home/apt,310,0,,1,0
12883073,East Village,Entire home/apt,128,28,0.79,2,178
12884594,Chelsea,Entire home/apt,150,4,0.11,1,0
12885249,Bushwick,Private room,26,0,,1,0
12885472,Ridgewood,Entire home/apt,75,54,1.99,1,64
12885921,Chelsea,Entire home/apt,280,3,0.1,87,364
12886345,West Village,Private room,93,0,,1,0
12886380,Upper East Side,Entire home/apt,390,1,0.07,96,239
12887457,Midtown,Entire home/apt,115,0,,52,343
12888052,Hell's Kitchen,Entire home/apt,256,3,0.09,87,358
12888849,Midtown,Entire home/apt,250,0,,1,365
12891996,Chelsea,Entire home/apt,200,1,0.03,1,0
12892861,Clinton Hill,Entire home/apt,150,4,0.11,1,0
12895146,Harlem,Private room,41,2,0.16,2,0
12897133,Hell's Kitchen,Private room,100,0,,1,0
12897616,Upper West Side,Private room,75,1,0.03,1,0
12897713,Chelsea,Entire home/apt,300,2,0.05,1,0
12897946,Flatbush,Private room,50,3,0.08,1,0
12898943,Crown Heights,Private room,85,0,,1,0
12898987,South Slope,Entire home/apt,475,0,,1,101
12899112,East Harlem,Private room,50,4,0.1,1,0
12900284,Elmhurst,Private room,50,0,,1,0
12901480,Bushwick,Entire home/apt,179,117,3.04,2,137
12902256,Lower East Side,Private room,72,59,1.56,1,83
12902467,East Village,Entire home/apt,150,3,0.08,1,0
12902686,Fort Hamilton,Entire home/apt,110,1,0.03,1,0
12903772,Upper West Side,Entire home/apt,200,6,0.16,1,0
12904061,East Harlem,Private room,50,1,0.04,9,333
12904840,Bay Ridge,Private room,35,5,0.13,2,0
12905314,Washington Heights,Private room,45,6,0.16,1,0
12905446,South Slope,Entire home/apt,195,6,0.16,1,0
12911110,Upper West Side,Entire home/apt,90,1,0.03,1,0
12912510,Williamsburg,Entire home/apt,325,27,0.72,1,0
12913007,Clinton Hill,Entire home/apt,100,2,0.09,1,8
12914082,SoHo,Private room,85,5,0.14,2,69
12914239,St. George,Private room,40,5,0.14,2,0
12914669,Harlem,Private room,80,3,0.08,1,0
12914726,West Village,Private room,149,6,0.18,1,0
12914749,Harlem,Private room,67,1,0.03,1,0
12915038,East Flatbush,Private room,80,57,1.58,1,14
12915074,Williamsburg,Private room,80,16,0.43,3,0
12915928,Crown Heights,Entire home/apt,275,27,0.71,4,271
12916073,East New York,Entire home/apt,123,63,1.67,1,67
12916138,East Harlem,Entire home/apt,179,1,0.03,1,0
12916189,Sunset Park,Entire home/apt,196,4,0.12,1,365
12916646,Hell's Kitchen,Private room,180,28,0.73,1,0
12916955,Bedford-Stuyvesant,Entire home/apt,500,0,,1,0
12917057,Lower East Side,Entire home/apt,140,6,0.16,1,0
12917422,Harlem,Private room,59,1,0.03,1,0
12917834,Hell's Kitchen,Entire home/apt,200,6,0.16,1,0
12924969,Bedford-Stuyvesant,Private room,165,2,0.09,4,342
12926448,Williamsburg,Entire home/apt,230,0,,1,0
12926849,Greenpoint,Private room,90,7,0.19,1,0
12927770,Long Island City,Entire home/apt,200,4,0.11,1,16
12929852,Harlem,Entire home/apt,450,56,1.5,2,341
12932186,Harlem,Private room,120,44,1.18,1,96
12932670,Flushing,Private room,60,62,1.64,12,174
12933540,Parkchester,Shared room,51,9,0.26,2,89
12936207,Bedford-Stuyvesant,Entire home/apt,200,80,2.09,3,286
12941015,East Village,Entire home/apt,250,33,0.9,2,80
12941306,Crown Heights,Entire home/apt,160,0,,1,0
12941586,Upper West Side,Entire home/apt,180,7,0.18,1,0
12945400,Williamsburg,Private room,66,1,0.03,1,0
12947454,Upper West Side,Entire home/apt,180,1,0.03,1,0
12947660,East Village,Private room,65,6,0.17,1,0
12947670,Kips Bay,Entire home/apt,87,2,0.16,52,365
12949605,Bedford-Stuyvesant,Private room,60,1,0.03,2,0
12949840,Bushwick,Entire home/apt,124,104,2.75,1,237
12949937,Lower East Side,Entire home/apt,225,1,0.03,1,0
12950979,Inwood,Entire home/apt,77,1,0.03,1,0
12950997,Bushwick,Private room,79,57,1.52,2,127
12951215,Hell's Kitchen,Entire home/apt,239,2,0.1,121,365
12951417,Bushwick,Private room,65,77,2.04,2,116
12953106,Vinegar Hill,Entire home/apt,170,0,,1,270
12953234,Hell's Kitchen,Shared room,30,0,,1,0
12953717,Windsor Terrace,Private room,72,4,0.1,4,0
12953757,Bushwick,Private room,75,5,0.14,1,0
12953862,Bedford-Stuyvesant,Private room,35,1,0.03,1,0
12953867,Bushwick,Private room,45,98,2.58,1,16
12954148,Upper West Side,Private room,67,5,0.13,1,0
12954498,Chelsea,Entire home/apt,700,1,0.03,2,236
12955262,Harlem,Entire home/apt,150,49,1.3,2,0
12955281,Bedford-Stuyvesant,Entire home/apt,115,2,0.05,1,0
12955346,Brooklyn Heights,Entire home/apt,150,107,2.84,1,75
12955402,Greenpoint,Private room,50,15,0.55,2,27
12955453,Upper East Side,Private room,60,1,0.03,2,0
12955454,Harlem,Private room,50,116,3.06,4,352
12955940,Fordham,Private room,34,2,0.05,1,0
12955943,Williamsburg,Entire home/apt,100,6,0.16,1,0
12956122,Upper West Side,Entire home/apt,125,0,,1,0
12956315,Ditmars Steinway,Private room,100,0,,1,0
12958663,Financial District,Entire home/apt,125,99,2.73,1,203
12962482,Bushwick,Private room,45,2,0.05,1,0
12962798,East Village,Entire home/apt,198,32,0.84,1,0
12963341,East Village,Private room,150,5,0.13,4,121
12964477,Sunset Park,Private room,39,89,2.34,4,0
12964763,Hell's Kitchen,Entire home/apt,150,4,0.12,31,339
12965288,Long Island City,Private room,80,49,1.29,1,0
12965883,Washington Heights,Private room,46,2,0.08,1,0
12966225,Richmondtown,Entire home/apt,78,79,2.56,1,300
12966504,Williamsburg,Entire home/apt,219,51,1.36,3,71
12966707,Upper West Side,Private room,145,1,0.11,1,180
12966771,Hell's Kitchen,Entire home/apt,220,0,,1,0
12966974,Chelsea,Entire home/apt,225,0,,1,0
12967227,Upper West Side,Entire home/apt,2000,0,,1,0
12969014,Upper West Side,Entire home/apt,175,11,0.33,2,0
12969574,Williamsburg,Entire home/apt,220,42,1.11,1,318
12970866,Flatbush,Shared room,85,1,0.03,1,0
12971882,Clinton Hill,Private room,77,0,,1,0
12972040,Murray Hill,Private room,110,31,0.81,2,189
12972292,Maspeth,Private room,58,60,1.57,3,346
12972320,Upper West Side,Entire home/apt,350,5,0.14,1,92
12972533,Lower East Side,Entire home/apt,329,104,2.79,1,205
12972783,Maspeth,Private room,58,37,0.97,3,364
12973288,Maspeth,Private room,60,30,0.78,3,364
12973353,Kew Gardens,Shared room,43,8,0.73,2,362
12973363,Prospect Heights,Private room,88,46,1.19,1,0
12973819,Flatbush,Entire home/apt,90,7,0.18,1,0
12973878,Sunset Park,Private room,41,2,0.05,1,0
12973927,Bedford-Stuyvesant,Private room,65,36,0.96,1,80
12974423,Bushwick,Entire home/apt,95,0,,1,0
12979100,Financial District,Entire home/apt,160,2,0.05,1,0
12981106,Bedford-Stuyvesant,Entire home/apt,140,18,0.53,1,11
12983699,Upper East Side,Entire home/apt,169,1,0.13,87,347
12983995,Upper West Side,Entire home/apt,115,2,0.09,1,4
12984506,Bushwick,Private room,67,20,0.53,1,365
12984535,Windsor Terrace,Private room,60,1,0.03,4,0
12984848,Greenpoint,Private room,45,9,0.37,1,332
12984851,Lower East Side,Private room,60,3,0.08,2,0
12985547,Upper East Side,Entire home/apt,142,2,0.15,29,319
12986700,Williamsburg,Entire home/apt,350,3,0.08,1,0
12986728,Harlem,Private room,40,2,0.08,1,0
12987298,South Slope,Private room,65,8,0.21,1,0
12987983,Ridgewood,Private room,50,4,0.15,3,0
12988054,Ridgewood,Private room,42,3,0.09,3,0
12988898,Fordham,Shared room,130,0,,1,365
12989612,Chelsea,Private room,100,2,0.05,2,65
12989767,Chelsea,Entire home/apt,175,30,0.82,1,48
12990051,Hell's Kitchen,Entire home/apt,399,80,2.11,1,212
12990172,Morningside Heights,Entire home/apt,110,0,,1,0
12990232,Ridgewood,Private room,45,0,,1,0
12990502,Astoria,Private room,40,36,0.96,2,0
12990578,Hell's Kitchen,Private room,100,1,0.03,1,0
12990587,Crown Heights,Entire home/apt,575,33,1.12,4,259
12990926,Astoria,Private room,63,1,0.03,2,0
12995569,Hell's Kitchen,Entire home/apt,177,2,0.06,1,0
12999167,Lower East Side,Entire home/apt,158,145,4.81,1,193
12999396,Red Hook,Entire home/apt,400,11,0.29,1,6
13000007,Cobble Hill,Entire home/apt,90,18,0.87,1,2
13000020,Lower East Side,Entire home/apt,135,16,0.44,1,0
13000257,Williamsburg,Entire home/apt,200,4,0.15,1,318
13000483,Crown Heights,Entire home/apt,155,132,3.53,1,83
13000527,Two Bridges,Private room,100,1,0.22,1,0
13000571,Greenwich Village,Entire home/apt,315,5,0.16,1,38
13001082,East Harlem,Shared room,45,52,1.41,1,347
13003338,Kips Bay,Private room,125,0,,1,0
13004741,Washington Heights,Private room,49,17,0.49,3,142
13004961,Harlem,Entire home/apt,220,1,0.08,6,364
13004967,Harlem,Private room,220,3,0.09,6,365
13004996,Rockaway Beach,Entire home/apt,100,50,1.31,1,40
13006002,Clinton Hill,Private room,70,3,0.08,1,0
13006794,Upper West Side,Entire home/apt,74,8,0.21,1,0
13007629,Chinatown,Entire home/apt,290,3,0.08,1,0
13007839,Crown Heights,Entire home/apt,100,0,,1,0
13007925,East Flatbush,Private room,85,42,1.46,2,35
13009244,West Village,Entire home/apt,199,81,2.36,1,85
13013882,Williamsburg,Private room,65,1,0.03,1,0
13014556,Crown Heights,Private room,45,26,1.23,1,45
13015322,Chinatown,Private room,95,6,0.17,2,7
13016082,East Harlem,Private room,95,4,0.11,1,0
13016230,Flatbush,Entire home/apt,80,32,0.85,1,0
13016389,Chelsea,Entire home/apt,300,22,0.58,1,87
13016411,Financial District,Entire home/apt,259,0,,87,302
13016417,Kips Bay,Entire home/apt,120,7,0.18,1,0
13017016,SoHo,Entire home/apt,150,40,1.05,1,4
13017140,Morningside Heights,Entire home/apt,120,2,0.06,1,0
13018125,Chelsea,Entire home/apt,225,32,0.87,1,0
13018127,Williamsburg,Private room,100,37,1.07,1,0
13018248,Williamsburg,Entire home/apt,160,13,0.35,2,0
13018811,Harlem,Private room,49,0,,1,0
13019053,East Village,Entire home/apt,150,35,0.92,1,0
13019333,Midtown,Private room,100,0,,2,0
13019720,Midtown,Entire home/apt,275,16,0.43,3,0
13019851,Clinton Hill,Private room,45,3,0.08,1,0
13020422,Williamsburg,Entire home/apt,195,54,1.42,1,97
13023771,Prospect-Lefferts Gardens,Private room,100,14,0.37,2,304
13025960,Bedford-Stuyvesant,Private room,1000,0,,1,0
13026702,Lower East Side,Entire home/apt,195,9,0.24,1,0
13027365,Ridgewood,Entire home/apt,87,133,3.5,2,49
13027960,Flatbush,Entire home/apt,120,3,0.08,1,0
13028533,Midtown,Entire home/apt,170,9,0.26,3,0
13030999,Financial District,Entire home/apt,160,2,0.05,1,0
13031184,South Slope,Private room,50,0,,1,0
13031383,Williamsburg,Private room,75,0,,1,0
13031826,Crown Heights,Entire home/apt,225,5,0.13,1,0
13031854,Crown Heights,Entire home/apt,125,70,1.85,1,132
13032261,Midtown,Entire home/apt,350,3,0.1,3,0
13033170,Williamsburg,Entire home/apt,175,122,3.37,2,128
13033376,Flatbush,Private room,65,28,1.09,3,298
13037692,Hell's Kitchen,Entire home/apt,350,97,2.55,2,236
13039122,Bushwick,Private room,45,251,6.68,7,69
13039351,Fort Greene,Entire home/apt,120,21,0.56,1,0
13039849,Sunnyside,Entire home/apt,75,0,,1,0
13040171,East Village,Private room,100,2,0.05,1,0
13040221,Chelsea,Entire home/apt,850,10,0.26,1,10
13040618,Bushwick,Private room,40,1,0.03,1,0
13040683,Ditmars Steinway,Shared room,100,1,0.03,1,0
13042051,Williamsburg,Entire home/apt,178,22,0.59,1,3
13042637,Sunnyside,Entire home/apt,170,149,4.21,2,229
13042752,Woodhaven,Private room,45,235,6.15,4,278
13043208,Financial District,Entire home/apt,180,2,0.05,1,0
13043314,Williamsburg,Private room,89,1,0.03,1,0
13043724,Bushwick,Private room,50,5,0.13,2,0
13044519,Greenpoint,Private room,80,2,0.05,1,0
13044589,South Slope,Entire home/apt,250,4,0.11,1,0
13044668,Midtown,Private room,70,4,0.11,1,8
13044689,Chelsea,Entire home/apt,170,0,,1,64
13044815,Financial District,Private room,90,0,,2,0
13044964,Upper East Side,Shared room,45,20,0.53,6,258
13044996,Flatbush,Entire home/apt,100,21,0.55,1,0
13045196,Bushwick,Private room,65,33,0.86,1,189
13045257,Upper East Side,Shared room,45,22,0.58,6,323
13045435,Upper East Side,Shared room,45,22,0.58,6,289
13045531,Upper East Side,Shared room,45,22,0.58,6,294
13045629,Upper East Side,Private room,90,79,2.08,6,246
13046279,Washington Heights,Entire home/apt,150,17,0.45,1,15
13047594,Williamsburg,Private room,62,0,,2,0
13052968,Fort Greene,Entire home/apt,125,19,0.51,1,0
13055236,Murray Hill,Entire home/apt,125,100,2.63,1,34
13055856,Crown Heights,Entire home/apt,175,121,3.17,1,7
13056210,Bushwick,Shared room,75,25,0.66,1,155
13057103,Bay Ridge,Private room,30,1,0.03,2,0
13058232,Chelsea,Entire home/apt,295,50,1.33,1,77
13058423,Windsor Terrace,Entire home/apt,50,74,2.03,3,236
13058496,Crown Heights,Private room,28,0,,1,0
13058729,Brownsville,Private room,69,104,2.72,3,362
13058888,Harlem,Private room,75,0,,1,0
13059537,Financial District,Entire home/apt,175,2,0.1,96,365
13059631,Bedford-Stuyvesant,Private room,50,0,,1,0
13059872,Greenwich Village,Private room,90,2,0.05,1,0
13061064,Upper East Side,Private room,100,1,0.03,1,0
13061422,Greenpoint,Private room,49,4,0.3,1,7
13062471,Harlem,Private room,55,31,0.88,3,326
13062975,Chelsea,Entire home/apt,249,2,0.06,1,177
13063023,Astoria,Private room,36,37,1.03,2,228
13063360,Astoria,Private room,65,28,0.74,1,0
13064336,Williamsburg,Private room,60,1,0.05,1,0
13064382,East Village,Entire home/apt,180,3,0.1,1,0
13064386,Bedford-Stuyvesant,Private room,50,39,1.04,3,40
13064443,Brooklyn Heights,Entire home/apt,110,1,0.03,1,0
13064717,Midtown,Entire home/apt,87,2,0.05,52,365
